Party_Name,Make,Product_Name,Batch_No,Packing,Item_Code,Billed_Qty,Free_Qty,Rate,Total_Amount,Date
"[SHA35] - SHAURYA DRUG AGENCY, BETTIAH",DERMAS,DERMASLOVE FREESPOT SERUM,ILS26G0477,30ML BOT,AL0443,0.0,1.0,107.8,0.0,2026-05-02
"[SHA35] - SHAURYA DRUG AGENCY, BETTIAH",DERMAS,RAYNON SUNSCREEN LOTION,ILS26G0477,50 ML,AL0355,0.0,1.0,58.8,0.0,2026-05-02
"[SHA35] - SHAURYA DRUG AGENCY, BETTIAH",ISCON,CALOREX-M  TABLET,ILS26G0192,10X10 TAB,AK19067,10.0,1.0,132.3,1323.0,2026-04-14
"[SHA35] - SHAURYA DRUG AGENCY, BETTIAH",ISCON,COZITH-500 (3X10) TAB.,ILS26G0192,10X3 BOX,GAK25032A,10.0,1.0,367.5,3675.0,2026-04-14
"[SHA35] - SHAURYA DRUG AGENCY, BETTIAH",ISCON,ISODENT GEL.,ILS26G0513,75 GM,0816,55.0,5.0,33.32,1832.6,2026-05-05
"[SHA35] - SHAURYA DRUG AGENCY, BETTIAH",ISCON,MECOSON-NP TABLET,ILS26G0477,10X10 TAB,VGT253469A,10.0,1.0,245.0,2450.0,2026-05-02
"[SHA35] - SHAURYA DRUG AGENCY, BETTIAH",ISCON,NUPLEX-L 200ML SYP.,ILS26G0389,200 ML,SM8208,131.0,13.0,27.44,3594.64,2026-04-27
"[SHA35] - SHAURYA DRUG AGENCY, BETTIAH",PEDIAISCON,MOXYCON-500 CAP.,ILS26G0192,10X10 BOX,BCB26001C,10.0,1.0,317.52,3175.2,2026-04-14
"[SHA44] - SHADOWSONS PHARMA, HARIDWAR",GIFT,GIFT BLUE SIDE BAG,ILS26G0143,1 NOS,ISCON25,0.0,2.0,250.0,0.0,2026-04-10
"[SHA44] - SHADOWSONS PHARMA, HARIDWAR",GIFT,GIFT DIARY-2026,ILS26G0143,1 NOS,2026-1,0.0,1.0,140.0,0.0,2026-04-10
"[SHA44] - SHADOWSONS PHARMA, HARIDWAR",GIFT,GIFT MOUSE PAD,ILS26G0143,1 NOS,ADIVYA25,0.0,2.0,48.0,0.0,2026-04-10
"[SHA44] - SHADOWSONS PHARMA, HARIDWAR",GIFT,GIFT KEY RING,ILS26G0143,1 NOS,1,0.0,5.0,0.0,0.0,2026-04-10
"[SHA44] - SHADOWSONS PHARMA, HARIDWAR",GIFT,GIFT BALL PEN(ATOM),ILS26G0143,1 NOS,2026,0.0,10.0,0.0,0.0,2026-04-10
"[SHA44] - SHADOWSONS PHARMA, HARIDWAR",ISCON,REE-D3 (SOFT GEL) CAP.,ILS26G0143,10X1X4 CAP,BSG251732A,48.0,0.0,90.0,4320.0,2026-04-10
"[SHA44] - SHADOWSONS PHARMA, HARIDWAR",ISCON,RIFASER 400 TABLET,ILS26G0143,10X1X10 BOX,FT6083A,5.0,0.0,800.0,4000.0,2026-04-10
"[SHI27] - SHIVAM MEDICOS, SURAT",BI-CURE,RORVAN-20 TABLET,ILS26G0243,10X1X10 TAB,THT-25273,10.0,0.0,160.0,1600.0,2026-04-17
"[SHI27] - SHIVAM MEDICOS, SURAT",DERMAS,IVODINE TUBE.,ILS26G0243,20GM TUBE,E568B,200.0,60.0,24.0,4800.0,2026-04-17
"[SHI27] - SHIVAM MEDICOS, SURAT",ISCON,AZI-AZO KIT.,ILS26G0504,10X1X4 TAB,YT2934F,6.0,0.0,392.0,2352.0,2026-05-05
"[SHI27] - SHIVAM MEDICOS, SURAT",ISCON,CLUB-4G CAP. (DRUG),ILS26G0401,10X1X10 BOX,CD-252720E,5.0,0.0,304.2,1521.0,2026-04-28
"[SHI27] - SHIVAM MEDICOS, SURAT",ISCON,DRONE-A TABLET,ILS26G0299,10X10 TAB,GT25443,10.0,0.0,139.5,1395.0,2026-04-21
"[SHI27] - SHIVAM MEDICOS, SURAT",ISCON,GIFT BALL PEN(TRIO),ILS26G0401,1 NOS,1,0.0,5.0,0.0,0.0,2026-04-28
"[SHI27] - SHIVAM MEDICOS, SURAT",ISCON,RABECON-DSR CAP.,ILS26G0401,10X10 CAP,GCH25062A,5.0,0.0,101.7,508.5,2026-04-28
"[SHI27] - SHIVAM MEDICOS, SURAT",ISCON,RIFASER-200 TAB,ILS26G0243,10X1X10 BOX,VGT242443B,5.0,0.0,432.0,2160.0,2026-04-17
"[SHI27] - SHIVAM MEDICOS, SURAT",OBGYN,XTRA-M TAB.,ILS26G0401,10X1X10 BOX,GER25002,5.0,0.0,477.0,2385.0,2026-04-28
"[SHI27] - SHIVAM MEDICOS, SURAT",PEDIAISCON,REE-D3 DROPS,ILS26G0480,30 ML,SM8101,124.0,0.0,10.8,1339.2,2026-05-02
"[SHI27] - SHIVAM MEDICOS, SURAT",PEDIAISCON,SALBRON-GM SYP. 100ML,ILS26G0401,100 ML,OML26030,50.0,0.0,19.8,990.0,2026-04-28
"[SHO05] - SHOURYA PHARMACEUTICALS, AU RANGABAD",ADIVYA,SHAILEX-SF POWDER (SUGAR FREE),ILS26G0268,100 GM,RP3040,100.0,0.0,30.0,3000.0,2026-04-18
"[SHO05] - SHOURYA PHARMACEUTICALS, AU RANGABAD",ADIVYA,URITONE CAP.,ILS26G0268,10X1 CAP,AC0075,50.0,0.0,11.0,550.0,2026-04-18
"[SHO05] - SHOURYA PHARMACEUTICALS, AU RANGABAD",DERMAS,COKAM SOAP.,ILS26G0390,1 NOS,CS0138,60.0,0.0,22.0,1320.0,2026-04-27
"[SHO05] - SHOURYA PHARMACEUTICALS, AU RANGABAD",DERMAS,ZETONE SOAP.,ILS26G0390,75 GM,IZ-048,109.0,11.0,30.0,3270.0,2026-04-27
"[SHO05] - SHOURYA PHARMACEUTICALS, AU RANGABAD",GENOMIX,RL HUNGRY SYRUP,ILS26G0065,200ML BOT,DLS3322,72.0,0.0,16.0,1152.0,2026-04-06
"[SHO05] - SHOURYA PHARMACEUTICALS, AU RANGABAD",GIFT,GIFT MOUSE PAD,ILS26G0284,1 NOS,ADIVYA25,0.0,2.0,48.0,0.0,2026-04-20
"[SHO05] - SHOURYA PHARMACEUTICALS, AU RANGABAD",GIFT,GIFT KEY RING,ILS26G0065,1 NOS,1,0.0,5.0,10.0,0.0,2026-04-06
"[SHO05] - SHOURYA PHARMACEUTICALS, AU RANGABAD",GIFT,GIFT BALL PEN(ATOM),ILS26G0065,1 NOS,2026,0.0,5.0,10.0,0.0,2026-04-06
"[SHO05] - SHOURYA PHARMACEUTICALS, AU RANGABAD",ISCON,AM-PM SYP. (SF) 200ML,ILS26G0165,200 ML,SM8283,55.0,17.0,29.0,1595.0,2026-04-13
"[SHO05] - SHOURYA PHARMACEUTICALS, AU RANGABAD",ISCON,NT-MOL I.V,ILS26G0422,100ML BOT,IK25520,240.0,0.0,23.4,5616.0,2026-04-29
"[SHO05] - SHOURYA PHARMACEUTICALS, AU RANGABAD",ISCON,CLOP-LV SUSPENSION,ILS26G0284,100 ML,OML25191A,120.0,0.0,23.0,2760.0,2026-04-20
"[SHO05] - SHOURYA PHARMACEUTICALS, AU RANGABAD",ISCON,ESOFATE-O SUSP.,ILS26G0284,100 ML,EEO-2601,120.0,0.0,38.0,4560.0,2026-04-20
"[SHO05] - SHOURYA PHARMACEUTICALS, AU RANGABAD",ISCON,ISOGEL SUSP. (REGULAR),ILS26G0065,170 ML,DLS6042,72.0,0.0,17.0,1224.0,2026-04-06
"[SHO05] - SHOURYA PHARMACEUTICALS, AU RANGABAD",ISCON,ISPO-O TAB.,ILS26G0268,10X10 TAB,CTM26005A,5.0,0.0,620.0,3100.0,2026-04-18
"[SHO05] - SHOURYA PHARMACEUTICALS, AU RANGABAD",ISCON,MECOSON-NP TABLET,ILS26G0422,10X10 TAB,VGT253469A,10.0,0.0,228.0,2280.0,2026-04-29
"[SHO05] - SHOURYA PHARMACEUTICALS, AU RANGABAD",ISCON,MECOSON-PLUS TABLET,ILS26G0065,10X10 TAB,F179,8.9,0.0,271.0,2411.9,2026-04-06
"[SHO05] - SHOURYA PHARMACEUTICALS, AU RANGABAD",ISCON,NUPLEX-L 200ML SYP.,ILS26G0165,200 ML,SM8208,57.0,15.0,28.0,1596.0,2026-04-13
"[SHO05] - SHOURYA PHARMACEUTICALS, AU RANGABAD",ISCON,NUPLEX-L 100ML SYP.,ILS26G0165,100 ML,SM7815,83.0,17.0,18.0,1494.0,2026-04-13
"[SHO05] - SHOURYA PHARMACEUTICALS, AU RANGABAD",ISCON,SPENTA-40 TAB.,ILS26G0284,10X10 TAB,OMT26007D,20.0,0.0,80.0,1600.0,2026-04-20
"[SHO05] - SHOURYA PHARMACEUTICALS, AU RANGABAD",OBGYN,COFEZN-HB TABLET,ILS26G0284,10X15 TAB,VGT253206D,10.0,0.0,198.0,1980.0,2026-04-20
"[SHO05] - SHOURYA PHARMACEUTICALS, AU RANGABAD",PEDIAISCON,AM-PM JUNIOR SYP,ILS26G0352,100 ML,SM7814,100.0,0.0,14.5,1450.0,2026-04-24
"[SHO05] - SHOURYA PHARMACEUTICALS, AU RANGABAD",PEDIAISCON,IB-MOL SUSPENSION,ILS26G0268,100ML BOT,OML25183B,120.0,0.0,15.0,1800.0,2026-04-18
"[SHO05] - SHOURYA PHARMACEUTICALS, AU RANGABAD",PEDIAISCON,LIFCET-COLD SUSPENSION,ILS26G0284,60 ML,2526213,200.0,0.0,18.0,3600.0,2026-04-20
"[SHR14] - SHREE PHARMA DISTRIBUTORS, JAMNAGAR",ISCON,APHLIN-DM TAB,ILS26G0475,10X1X10 STRIP,VGT260403G,20.0,4.0,378.3,7566.0,2026-05-02
"[SHR14] - SHREE PHARMA DISTRIBUTORS, JAMNAGAR",ISCON,CEFCON-OZ TAB.,ILS26G0004,10X10 TAB,CTN25003C,10.0,1.0,607.6,6076.0,2026-04-03
"[SHR14] - SHREE PHARMA DISTRIBUTORS, JAMNAGAR",ISCON,DROZIN-25 TABLET,ILS26G0475,10X10 TAB,TG25-1951G,0.0,0.2,67.9,0.0,2026-05-02
"[SHR14] - SHREE PHARMA DISTRIBUTORS, JAMNAGAR",ISCON,FRESHBANE MOUTHWASH,ILS26G0475,150ML BOT,GE66A,0.0,1.0,44.62,0.0,2026-05-02
"[SHR14] - SHREE PHARMA DISTRIBUTORS, JAMNAGAR",ISCON,GO-MIGRAIN TABLET,ILS26G0475,10X10 BOX,GENT12333A,0.0,0.2,281.3,0.0,2026-05-02
"[SHR14] - SHREE PHARMA DISTRIBUTORS, JAMNAGAR",ISCON,ISCON GUMMIES -  AMLA,ILS26G0475,10 NOS,GP-259,0.0,2.0,38.8,0.0,2026-05-02
"[SHR14] - SHREE PHARMA DISTRIBUTORS, JAMNAGAR",ISCON,ISCON GUMMIES -  COLLAGEN,ILS26G0475,10 NOS,GP-261,0.0,2.0,38.8,0.0,2026-05-02
"[SHR14] - SHREE PHARMA DISTRIBUTORS, JAMNAGAR",ISCON,ISCON GUMMIES -  EYE PROTECTIVE,ILS26G0475,10 NOS,GP-263,0.0,2.0,38.8,0.0,2026-05-02
"[SHR14] - SHREE PHARMA DISTRIBUTORS, JAMNAGAR",ISCON,ISCON GUMMIES -  TURMERIC AND GINGER,ILS26G0475,10 NOS,GP-254,0.0,2.0,38.8,0.0,2026-05-02
"[SHR14] - SHREE PHARMA DISTRIBUTORS, JAMNAGAR",ISCON,ISCON GUMMIES -  IMMUNITY BOOSTER,ILS26G0475,10 NOS,GP-264,0.0,2.0,38.8,0.0,2026-05-02
"[SHR14] - SHREE PHARMA DISTRIBUTORS, JAMNAGAR",ISCON,ISCON GUMMIES -  WEIGHT LOSS,ILS26G0475,10 NOS,GP-265,0.0,2.0,38.8,0.0,2026-05-02
"[SHR14] - SHREE PHARMA DISTRIBUTORS, JAMNAGAR",ISCON,ISCON GUMMIES - FEMALE VITALITY,ILS26G0475,10 NOS,GP-256,0.0,2.0,37.83,0.0,2026-05-02
"[SHR14] - SHREE PHARMA DISTRIBUTORS, JAMNAGAR",ISCON,ISCON GUMMIES - MALE VITALITY,ILS26G0475,10 NOS,GP-255,0.0,2.0,37.83,0.0,2026-05-02
"[SHR14] - SHREE PHARMA DISTRIBUTORS, JAMNAGAR",ISCON,ISPO-100 CV DRY SYRUP,ILS26G0475,30 ML,CD0625007G,0.0,1.0,43.65,0.0,2026-05-02
"[SHR14] - SHREE PHARMA DISTRIBUTORS, JAMNAGAR",ISCON,IZPO-200 TABLET,ILS26G0475,10X10 BOX,CT26146C,0.0,0.2,572.3,0.0,2026-05-02
"[SHR14] - SHREE PHARMA DISTRIBUTORS, JAMNAGAR",ISCON,MOXYCON-CL 625 TAB,ILS26G0475,10X6 TAB,BTA26072B,10.0,1.0,426.8,4268.0,2026-05-02
"[SHR14] - SHREE PHARMA DISTRIBUTORS, JAMNAGAR",ISCON,PIROSIP SYRUP,ILS26G0475,200ML BOT,OML26151,0.0,1.0,69.84,0.0,2026-05-02
"[SHR14] - SHREE PHARMA DISTRIBUTORS, JAMNAGAR",ISCON,TRETCH STRETCH MARK CREAM,ILS26G0475,50GM TUBE,BCC2601011,0.0,2.0,155.2,0.0,2026-05-02
"[SHR14] - SHREE PHARMA DISTRIBUTORS, JAMNAGAR",ISCON,VORYX-200 TABLET,ILS26G0475,10X1X4 BOX,VGT260142B,0.0,0.2,1387.1,0.0,2026-05-02
"[SHR14] - SHREE PHARMA DISTRIBUTORS, JAMNAGAR",ISCON,ZAKY TAB,ILS26G0475,10X10 BOX,EHU-1171,0.0,0.2,77.6,0.0,2026-05-02
"[SHR14] - SHREE PHARMA DISTRIBUTORS, JAMNAGAR",OBGYN,XTRA-500 TABLET,ILS26G0475,10X10 BOX,GEQ25004,10.0,1.0,480.15,4801.5,2026-05-02
"[SHR14] - SHREE PHARMA DISTRIBUTORS, JAMNAGAR",PEDIAISCON,LV-MONT 60ML SUSP.,ILS26G0004,60 ML,GL509024,152.0,16.0,18.62,2830.24,2026-04-03
"[SHR19] - SHREE SWAMI SAMARTH PHARMA, SHRIRAMPUR",ABY BABY,ABYBABY SHAMPOO,ILS26G0497,100ML BOT,282,0.0,1.0,66.93,0.0,2026-05-04
"[SHR19] - SHREE SWAMI SAMARTH PHARMA, SHRIRAMPUR",BI-CURE,EMPICURE-10 TABLET,ILS26G0497,10X10 TAB,VGT251387B,0.0,1.0,295.85,0.0,2026-05-04
"[SHR19] - SHREE SWAMI SAMARTH PHARMA, SHRIRAMPUR",BI-CURE,EMPICURE-25 TABLET,ILS26G0497,10X10 TAB,VGT251382A,0.0,1.0,295.85,0.0,2026-05-04
"[SHR19] - SHREE SWAMI SAMARTH PHARMA, SHRIRAMPUR",BI-CURE,EMPICURE-L 10/5 TABLET,ILS26G0497,10X10 TAB,VGT251383,0.0,1.0,315.25,0.0,2026-05-04
"[SHR19] - SHREE SWAMI SAMARTH PHARMA, SHRIRAMPUR",BI-CURE,EMPICURE-M 12.50/500 TABLET,ILS26G0497,10X10 TAB,VGT251700,0.0,1.0,242.5,0.0,2026-05-04
"[SHR19] - SHREE SWAMI SAMARTH PHARMA, SHRIRAMPUR",DERMAS,SUPRAMIN CREAM,ILS26G0036,15 GM,5056A,100.0,10.0,13.58,1358.0,2026-04-04
"[SHR19] - SHREE SWAMI SAMARTH PHARMA, SHRIRAMPUR",GIFT,GIFT MOUSE PAD,ILS26G0497,1 NOS,ADIVYA25,0.0,5.0,43.65,0.0,2026-05-04
"[SHR19] - SHREE SWAMI SAMARTH PHARMA, SHRIRAMPUR",GIFT,GIFT KEY RING,ILS26G0497,1 NOS,1,0.0,10.0,0.0,0.0,2026-05-04
"[SHR19] - SHREE SWAMI SAMARTH PHARMA, SHRIRAMPUR",GIFT,GIFT SHOPPING BAG,ILS26G0497,1 NOS,1,0.0,10.0,14.55,0.0,2026-05-04
"[SHR19] - SHREE SWAMI SAMARTH PHARMA, SHRIRAMPUR",GIFT,GIFT BALL PEN(ATOM),ILS26G0497,1 NOS,2026,0.0,20.0,0.0,0.0,2026-05-04
"[SHR19] - SHREE SWAMI SAMARTH PHARMA, SHRIRAMPUR",ISCON,ACLON-P TAB.,ILS26G0497,10X10 TAB,25012068,50.0,5.0,77.6,3880.0,2026-05-04
"[SHR19] - SHREE SWAMI SAMARTH PHARMA, SHRIRAMPUR",ISCON,ACLON-SP TAB.,ILS26G0052,10X10 TAB,VGT260900A,50.0,5.0,135.8,6790.0,2026-04-06
"[SHR19] - SHREE SWAMI SAMARTH PHARMA, SHRIRAMPUR",ISCON,ACLON-TP TAB.,ILS26G0497,10X10 TAB,GAE26001,20.0,2.0,600.43,12008.6,2026-05-04
"[SHR19] - SHREE SWAMI SAMARTH PHARMA, SHRIRAMPUR",ISCON,ACLON-COLD TABLET,ILS26G0497,20X10 TAB,GAG24001B,20.0,2.0,213.4,4268.0,2026-05-04
"[SHR19] - SHREE SWAMI SAMARTH PHARMA, SHRIRAMPUR",ISCON,BENVER- I TAB,ILS26G0036,5X6 BOX,CCT251661B,10.0,1.0,94.09,940.9,2026-04-04
"[SHR19] - SHREE SWAMI SAMARTH PHARMA, SHRIRAMPUR",ISCON,CALOREX-D TAB. *,ILS26G0036,15X20 BOX,CX0125309,10.0,1.0,162.96,1629.6,2026-04-04
"[SHR19] - SHREE SWAMI SAMARTH PHARMA, SHRIRAMPUR",ISCON,CEFCON-200 TAB.,ILS26G0497,10X10 BOX,CTE26004H,50.0,4.0,480.15,24007.5,2026-05-04
"[SHR19] - SHREE SWAMI SAMARTH PHARMA, SHRIRAMPUR",ISCON,CMT PLUS EYE DROP,ILS26G0497,10 ML,24EI02A,0.0,5.0,12.61,0.0,2026-05-04
"[SHR19] - SHREE SWAMI SAMARTH PHARMA, SHRIRAMPUR",ISCON,DICLONEX GEL.,ILS26G0036,30 GM,A2609B,100.0,10.0,16.49,1649.0,2026-04-04
"[SHR19] - SHREE SWAMI SAMARTH PHARMA, SHRIRAMPUR",ISCON,DOZADIN-5 TABLET,ILS26G0497,10X10 TAB,TG24-1904A,0.0,1.0,79.54,0.0,2026-05-04
"[SHR19] - SHREE SWAMI SAMARTH PHARMA, SHRIRAMPUR",ISCON,DRONE-A TABLET,ILS26G0497,10X10 TAB,GT25443,20.0,2.0,164.9,3298.0,2026-05-04
"[SHR19] - SHREE SWAMI SAMARTH PHARMA, SHRIRAMPUR",ISCON,EPO-DSR CAPSULE,ILS26G0036,10X1X10 BOX,GCB25008A,10.0,1.0,189.15,1891.5,2026-04-04
"[SHR19] - SHREE SWAMI SAMARTH PHARMA, SHRIRAMPUR",ISCON,FT-MOL TABLET,ILS26G0497,10X10 TAB,FT6051,10.0,1.0,436.5,4365.0,2026-05-04
"[SHR19] - SHREE SWAMI SAMARTH PHARMA, SHRIRAMPUR",ISCON,ISCOZOLE-20 CAP.,ILS26G0036,15X20 BOX,C2510015,10.0,1.0,203.7,2037.0,2026-04-04
"[SHR19] - SHREE SWAMI SAMARTH PHARMA, SHRIRAMPUR",ISCON,ISCON GUMMIES -  AMLA,ILS26G0497,10 NOS,GP-259,0.0,5.0,38.8,0.0,2026-05-04
"[SHR19] - SHREE SWAMI SAMARTH PHARMA, SHRIRAMPUR",ISCON,ISCON GUMMIES -  COLLAGEN,ILS26G0497,10 NOS,GP-261,0.0,5.0,38.8,0.0,2026-05-04
"[SHR19] - SHREE SWAMI SAMARTH PHARMA, SHRIRAMPUR",ISCON,ISCON GUMMIES -  EYE PROTECTIVE,ILS26G0497,10 NOS,GP-263,0.0,5.0,38.8,0.0,2026-05-04
"[SHR19] - SHREE SWAMI SAMARTH PHARMA, SHRIRAMPUR",ISCON,ISCON GUMMIES -  IMMUNITY BOOSTER,ILS26G0497,10 NOS,GP-264,0.0,5.0,38.8,0.0,2026-05-04
"[SHR19] - SHREE SWAMI SAMARTH PHARMA, SHRIRAMPUR",ISCON,ISCON GUMMIES -  WEIGHT LOSS,ILS26G0497,10 NOS,GP-265,0.0,5.0,38.8,0.0,2026-05-04
"[SHR19] - SHREE SWAMI SAMARTH PHARMA, SHRIRAMPUR",ISCON,LVMONT-XL TABLET,ILS26G0497,10X10 BOX,GFA24002C,0.0,1.0,223.1,0.0,2026-05-04
"[SHR19] - SHREE SWAMI SAMARTH PHARMA, SHRIRAMPUR",ISCON,NAROWEL-D TABLET,ILS26G0052,10X10 BOX,VGT252423B,11.0,1.0,436.5,4801.5,2026-04-06
"[SHR19] - SHREE SWAMI SAMARTH PHARMA, SHRIRAMPUR",ISCON,ONTRON-MD TAB.,ILS26G0497,10X20 BOX,OMT26010C,50.0,5.0,101.85,5092.5,2026-05-04
"[SHR19] - SHREE SWAMI SAMARTH PHARMA, SHRIRAMPUR",ISCON,OXYRICH CAP.,ILS26G0497,10X1X10 CAP,MNC-12613,50.0,5.0,150.35,7517.5,2026-05-04
"[SHR19] - SHREE SWAMI SAMARTH PHARMA, SHRIRAMPUR",ISCON,RABECON-DSR CAP.,ILS26G0036,10X10 CAP,GCH25062A,100.0,10.0,121.25,12125.0,2026-04-04
"[SHR19] - SHREE SWAMI SAMARTH PHARMA, SHRIRAMPUR",ISCON,REE-D3 SACHET (DRUG),ILS26G0036,20X1GM BOX,GCS25015B,20.0,2.0,72.75,1455.0,2026-04-04
"[SHR19] - SHREE SWAMI SAMARTH PHARMA, SHRIRAMPUR",ISCON,SCOFF-OZ TAB.,ILS26G0497,10X10 TAB,VGT253184A,10.0,1.0,242.5,2425.0,2026-05-04
"[SHR19] - SHREE SWAMI SAMARTH PHARMA, SHRIRAMPUR",ISCON,SPENTA-40 TAB.,ILS26G0036,10X10 TAB,OMT26007D,50.0,5.0,97.0,4850.0,2026-04-04
"[SHR19] - SHREE SWAMI SAMARTH PHARMA, SHRIRAMPUR",ISCON,SPENTA-D TAB.,ILS26G0497,10X10AA TAB,2526939,20.0,2.0,135.8,2716.0,2026-05-04
"[SHR19] - SHREE SWAMI SAMARTH PHARMA, SHRIRAMPUR",OBGYN,OVAGEST-200 (SOFTGEL) CAP.,ILS26G0036,10X1X10 CAP,ALH5035E,5.0,0.0,659.6,3298.0,2026-04-04
"[SHR19] - SHREE SWAMI SAMARTH PHARMA, SHRIRAMPUR",PEDIAISCON,SALBRON-P 100ML SYP.,ILS26G0497,100 ML,OML26016A,137.0,13.0,24.25,3322.25,2026-05-04
"[SHR19] - SHREE SWAMI SAMARTH PHARMA, SHRIRAMPUR",PEDIAISCON,U-FIT DROP.,ILS26G0036,30 ML,KB392,100.0,10.0,13.58,1358.0,2026-04-04
"[SHR27] - SHREE BHAIRAV DRUG DISTRIBUTORS, UDAIPUR",BI-CURE,BILOS-H TAB.,ILS26G0442,10X10 TAB,OT-250072,1.0,0.0,118.34,118.34,2026-04-30
"[SHR27] - SHREE BHAIRAV DRUG DISTRIBUTORS, UDAIPUR",GIFT,GIFT KEY RING,ILS26G0442,1 NOS,1,0.0,6.0,0.0,0.0,2026-04-30
"[SHR27] - SHREE BHAIRAV DRUG DISTRIBUTORS, UDAIPUR",GIFT,GIFT BALL PEN(ATOM),ILS26G0442,1 NOS,2026,0.0,10.0,9.7,0.0,2026-04-30
"[SHR27] - SHREE BHAIRAV DRUG DISTRIBUTORS, UDAIPUR",ISCON,MOCER OINTMENT,ILS26G0442,10 GM,6023,50.0,10.0,10.67,533.5,2026-04-30
"[SHR27] - SHREE BHAIRAV DRUG DISTRIBUTORS, UDAIPUR",OBGYN,OVADIOL TABLET,ILS26G0442,1X28X10 TAB,BTH250284A,2.0,0.0,404.49,808.98,2026-04-30
"[SHR27] - SHREE BHAIRAV DRUG DISTRIBUTORS, UDAIPUR",OBGYN,OVAGEST-200 (SOFTGEL) CAP.,ILS26G0442,10X1X10 CAP,ALH6010A,10.0,2.0,630.5,6305.0,2026-04-30
"[SHR47] - SHREE PHARMA, DAVANGERE",DERMAS,CLOBESON OINTMENT,ILS26G0077,30 GM,A430C,50.0,5.0,17.1,855.0,2026-04-07
"[SHR47] - SHREE PHARMA, DAVANGERE",DERMAS,I-CLAMINE LOTION,ILS26G0077,1X100 ML,4131,50.0,5.0,32.3,1615.0,2026-04-07
"[SHR47] - SHREE PHARMA, DAVANGERE",DERMAS,KANACON-200 CAP,ILS26G0077,10X10 BOX,OMC26005,5.0,0.0,522.5,2612.5,2026-04-07
"[SHR47] - SHREE PHARMA, DAVANGERE",DERMAS,VITALL-E LOTION,ILS26G0077,100 ML,AL0483,50.0,5.0,31.35,1567.5,2026-04-07
"[SHR47] - SHREE PHARMA, DAVANGERE",ISCON,RCON-DSR CAP.,ILS26G0077,10X10 CAP,GCH26004A,20.0,2.0,118.75,2375.0,2026-04-07
"[SHR51] - SHREE LAXMI DISTRIBUTORS, JODHPUR",ABY BABY,ABYBABY SHAMPOO,ILS26G0529,100ML BOT,282,0.0,1.0,66.93,0.0,2026-05-06
"[SHR51] - SHREE LAXMI DISTRIBUTORS, JODHPUR",DERMAS,IVODINE-MS OINTMENT,ILS26G0136,15 GM,E636A,120.0,0.0,15.52,1862.4,2026-04-10
"[SHR51] - SHREE LAXMI DISTRIBUTORS, JODHPUR",DERMAS,SUPRAMIN CREAM,ILS26G0136,15 GM,5056A,100.0,0.0,10.19,1019.0,2026-04-10
"[SHR51] - SHREE LAXMI DISTRIBUTORS, JODHPUR",DERMAS,TERWIT-250 TAB,ILS26G0529,10X1X7 TAB,VGT253464B,10.0,1.0,266.75,2667.5,2026-05-06
"[SHR51] - SHREE LAXMI DISTRIBUTORS, JODHPUR",ISCON,ACLON-P TAB.,ILS26G0136,10X10 TAB,25012068,10.0,0.0,65.96,659.6,2026-04-10
"[SHR51] - SHREE LAXMI DISTRIBUTORS, JODHPUR",ISCON,CMT PLUS EYE DROP,ILS26G0529,10 ML,24EI02A,0.0,5.0,12.61,0.0,2026-05-06
"[SHR51] - SHREE LAXMI DISTRIBUTORS, JODHPUR",ISCON,DOZADIN-5 TABLET,ILS26G0529,10X10 TAB,TG24-1904A,0.0,1.0,79.54,0.0,2026-05-06
"[SHR51] - SHREE LAXMI DISTRIBUTORS, JODHPUR",ISCON,EXO-Z POWDER 18%,ILS26G0529,105 GM,KNP25117,449.0,0.0,12.03,5401.47,2026-05-06
"[SHR51] - SHREE LAXMI DISTRIBUTORS, JODHPUR",ISCON,FRESHBANE MOUTHWASH,ILS26G0529,150ML BOT,GE66A,0.0,1.0,44.62,0.0,2026-05-06
"[SHR51] - SHREE LAXMI DISTRIBUTORS, JODHPUR",ISCON,GO-MIGRAIN TABLET,ILS26G0529,10X10 BOX,GENT12333A,0.0,0.2,281.3,0.0,2026-05-06
"[SHR51] - SHREE LAXMI DISTRIBUTORS, JODHPUR",ISCON,ISOTHER INJ.,ILS26G0529,2 ML,25LJ28O,150.0,0.0,11.64,1746.0,2026-05-06
"[SHR51] - SHREE LAXMI DISTRIBUTORS, JODHPUR",ISCON,IZPO-200 TABLET,ILS26G0529,10X10 BOX,CT26146C,0.0,0.2,572.3,0.0,2026-05-06
"[SHR51] - SHREE LAXMI DISTRIBUTORS, JODHPUR",ISCON,LULOZ ULTRA CREAM,ILS26G0529,15GM TUBE,EX-25250,0.0,1.0,20.37,0.0,2026-05-06
"[SHR51] - SHREE LAXMI DISTRIBUTORS, JODHPUR",ISCON,LVMONT-XL TABLET,ILS26G0529,10X10 BOX,GFA24002C,0.0,1.0,223.1,0.0,2026-05-06
"[SHR51] - SHREE LAXMI DISTRIBUTORS, JODHPUR",ISCON,ONZYME TABLET,ILS26G0136,10X15 BOX,EHV-256,5.0,0.0,140.65,703.25,2026-04-10
"[SHR51] - SHREE LAXMI DISTRIBUTORS, JODHPUR",ISCON,PIROSIP SYRUP,ILS26G0529,200ML BOT,OML26151,0.0,1.0,69.84,0.0,2026-05-06
